"ID","start","end","Intro_camp_label","pop_groups","X_Final_04_longitude","X_Final_04_latitude","drinking_water_source","drinking_water_location","electicity_or_light_source_most_used","main_toilet_facility","cooking_at_hh_level","hh_cooking_source","hh_cooking_fuel","land_ownership","landownership_legal_docs","Improved_dw","Improved_dw_final","electricity","shared_san_facility","Improved_san","crowding_cat","Clean_cookingfuel","time_to_access_water_min","number_of_hhmembers","lat","lon","interviewdate","id","living_conditions_score","living_conditions_category"
2532,"2023-05-17","2023-05-17","Yida","host community member",30.0703419,10.079297,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,210,7,10.079297,30.0703419,"2023-05-17",2532,2,"Good"
2533,"2023-04-19","2023-04-19","Ajuong Thok","refugee",30.2879374,9.9804607,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","No","0","0","Unrelated Person","No",1,1,0,0,0,0,0,5,5,9.9804607,30.2879374,"2023-04-19",2533,2,"Good"
2534,"2023-05-06","2023-05-06","Ajuong Thok","host community member",30.2614987,9.8856809,"Unprotected Spring","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,0,0,60,8,9.8856809,30.2614987,"2023-05-06",2534,0,"Poor"
2535,"2023-09-23","2023-09-23","Tambura","refugee",27.4732181,5.5993599,"Tube Well/Borehole","Elsewhere","No electricity in household","Other (Specify)","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,1,0,0,0,30,5,5.5993599,27.4732181,"2023-09-23",2535,1,"Poor"
2536,"2023-06-03","2023-06-03","MAKPANDU","refugee",28.3921417,4.5725085,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","No","0","0","Unrelated Person","No",1,1,0,0,1,0,0,15,1,4.5725085,28.3921417,"2023-06-03",2536,3,"Good"
2537,"2023-06-16","2023-06-16","Pamir","refugee",30.3730416,9.9118218,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","No appliances in the household","Moveable firepan","Coal/lignite unprocessed","Unrelated Person","Yes",1,0,0,1,1,1,0,1118,7,9.9118218,30.3730416,"2023-06-16",2537,3,"Good"
2538,"2023-08-29","2023-08-29","Doro","host community member",33.7330946,9.9657623,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Other, specify","Charcoal unprocessed","Unrelated Person","No",1,1,0,0,0,0,0,2,2,9.9657623,33.7330946,"2023-08-29",2538,2,"Good"
2539,"2023-07-26","2023-07-26","Doro","refugee",33.7618698,10.0087268,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,1,0,59882,6,10.0087268,33.7618698,"2023-07-26",2539,2,"Good"
2540,"2023-08-10","2023-08-10","Doro","refugee",33.7553908,9.9901407,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Moveable firepan","Coal/lignite unprocessed","Unrelated Person","No",1,0,0,0,0,0,0,300,6,9.9901407,33.7553908,"2023-08-10",2540,1,"Poor"
2541,"2023-05-29","2023-05-31","MAKPANDU","refugee",28.7000532,4.7507117,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,1,1,0,0,60,8,4.7507117,28.7000532,"2023-05-29",2541,2,"Good"
2542,"2023-08-11","2023-08-11","Doro","refugee",33.9453715,9.7700722,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Moveable firepan","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,0,1,1,0,902,8,9.7700722,33.9453715,"2023-08-11",2542,3,"Good"
2543,"2023-07-08","2023-07-08","Gendrassa","refugee",33.6055531,9.9833902,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Other, specify","Unrelated Person","No",1,1,0,1,1,0,0,0,6,9.9833902,33.6055531,"2023-07-08",2543,3,"Good"
2544,"2023-08-29","2023-08-29","EZO","refugee",27.482524,5.0830767,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",0,0,0,0,0,0,0,35,1,5.0830767,27.482524,"2023-08-29",2544,0,"Poor"
2545,"2023-08-16","2023-08-16","Yida","host community member",29.9786982,9.9161371,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,1,0,59925,6,9.9161371,29.9786982,"2023-08-16",2545,2,"Good"
2546,"2023-06-08","2023-06-08","Doro","host community member",33.7271742,9.962917,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","No",1,1,0,0,0,0,0,3,4,9.962917,33.7271742,"2023-06-08",2546,2,"Good"
2547,"2023-04-22","2023-04-22","Doro","host community member",33.9263832,9.958531,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,60878,7,9.958531,33.9263832,"2023-04-22",2547,2,"Good"
2548,"2023-04-14","2023-04-14","Ajuong Thok","host community member",30.2899422,9.933925,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,0,0,0,15,6,9.933925,30.2899422,"2023-04-14",2548,2,"Good"
2549,"2023-05-02","2023-05-02","MAKPANDU","refugee",28.700259,4.753057,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Build stove with bricks and/or mud","Charcoal unprocessed","Respondent or another HH member","Yes",1,1,0,1,1,0,0,20,8,4.753057,28.700259,"2023-05-02",2549,3,"Good"
2550,"2023-06-03","2023-06-03","Yusuf Batil","host community member",32.9612293,10.0661788,"Tanker Truck/Water Vendor",NA,"No electricity in household","No facility/bush/field","Yes","Moveable firepan","Coal/lignite unprocessed","Unrelated Person","No",1,0,0,0,0,0,0,1800,3,10.0661788,32.9612293,"2023-06-03",2550,1,"Poor"
2551,"2023-08-08","2023-08-08","Doro","refugee",33.7656384,9.9942073,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Moveable firepan","Coal/lignite unprocessed","Unrelated Person","No",1,0,0,1,0,1,0,2100,4,9.9942073,33.7656384,"2023-08-08",2551,2,"Good"
2552,"2023-05-10","2023-05-10","MAKPANDU","refugee",28.7008629,4.7557956,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,160,2,4.7557956,28.7008629,"2023-05-10",2552,1,"Poor"
2553,"2023-08-05","2023-08-05","Doro","refugee",33.7557022,9.9918602,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,1,9.9918602,33.7557022,"2023-08-05",2553,3,"Good"
2554,"2023-06-02","2023-06-02","MAKPANDU","refugee",28.3892327,4.5580217,"Unprotected Dug Well","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","No",0,0,0,0,1,0,0,60,9,4.5580217,28.3892327,"2023-06-02",2554,1,"Poor"
2555,"2023-08-19","2023-08-19","Doro","host community member",33.7487212,9.9717191,"Bottled Water",NA,"No electricity in household","Flush/pour-flush to pit latrine","Yes","Moveable firepan","Charcoal unprocessed","Unrelated Person","Yes",1,1,0,0,1,0,0,0,2,9.9717191,33.7487212,"2023-08-19",2555,3,"Good"
2556,"2023-09-09","2023-09-09","Pamir","refugee",30.3527999,9.9084024,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,1,1,0,600,10,9.9084024,30.3527999,"2023-09-09",2556,3,"Good"
2557,"2023-08-02","2023-08-02","Doro","refugee",33.7435662,9.9838934,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Coal/lignite unprocessed","Unrelated Person","No",1,0,0,0,0,0,0,300,1,9.9838934,33.7435662,"2023-08-02",2557,1,"Poor"
2558,"2023-08-03","2023-08-03","Doro","refugee",33.7622648,9.9940059,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,5,9.9940059,33.7622648,"2023-08-03",2558,3,"Good"
2559,"2023-06-21","2023-06-21","Ajuong Thok","host community member",30.1569869,9.817127,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,320,7,9.817127,30.1569869,"2023-06-21",2559,2,"Good"
2560,"2023-06-12","2023-06-12","Yida","host community member",29.9771209,9.9187597,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,300,5,9.9187597,29.9771209,"2023-06-12",2560,2,"Good"
2561,"2023-06-15","2023-06-15","Ajuong Thok","refugee",30.2740717,9.9588924,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,1,1,0,0,300,6,9.9588924,30.2740717,"2023-06-15",2561,2,"Good"
2562,"2023-07-07","2023-07-07","Pamir","refugee",30.3580631,9.9019087,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Build stove with bricks and/or mud","Woodchips","Unrelated Person","Yes",1,0,0,0,1,0,0,540,6,9.9019087,30.3580631,"2023-07-07",2562,2,"Good"
2563,"2023-07-28","2023-07-28","Doro","refugee",33.7628407,10.0073819,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,1,1,1,0,1802,12,10.0073819,33.7628407,"2023-07-28",2563,3,"Good"
2564,"2023-05-27","2023-05-27","Doro","host community member",33.7033417,9.9564999,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,1,0,5,10,9.9564999,33.7033417,"2023-05-27",2564,3,"Good"
2565,"2023-07-25","2023-07-25","Ajuong Thok","host community member",30.2938338,9.9262883,"Public Tap/Standpipe","Elsewhere","Other, specify","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","No",1,0,0,0,0,1,0,30,8,9.9262883,30.2938338,"2023-07-25",2565,2,"Good"
2566,"2023-05-03","2023-05-03","Ajuong Thok","refugee",30.2833038,9.9701912,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,1,1,1,0,1,12,9.9701912,30.2833038,"2023-05-03",2566,4,"Good"
2567,"2023-09-30","2023-09-30","Yei Town","refugee",30.6626826,4.0910881,"Tube Well/Borehole","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Wood","Unrelated Person","No",1,1,0,0,1,0,0,3,8,4.0910881,30.6626826,"2023-09-30",2567,3,"Good"
2568,"2023-07-06","2023-07-06","Pamir","refugee",30.3629034,9.9081253,"Tube Well/Borehole","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,1,0,0,1,0,0,10,9,9.9081253,30.3629034,"2023-07-06",2568,3,"Good"
2569,"2023-05-29","2023-05-29","Ajuong Thok","refugee",30.2759374,9.9641475,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Charcoal unprocessed","Unrelated Person","No",1,1,0,0,1,0,0,2,7,9.9641475,30.2759374,"2023-05-29",2569,3,"Good"
2570,"2023-04-25","2023-04-25","Doro","refugee",33.7551869,9.9932292,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,1,0,0,0,59885,2,9.9932292,33.7551869,"2023-04-25",2570,1,"Poor"
2571,"2023-09-28","2023-09-28","Yei Town","refugee",30.6633702,4.1110616,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Build stove with bricks and/or mud","Wood","Unrelated Person","No",1,1,0,0,0,1,0,0,16,4.1110616,30.6633702,"2023-09-28",2571,3,"Good"
2572,"2023-07-17","2023-07-17","Yusuf Batil","refugee",33.5747026,9.9782445,"Public Tap/Standpipe","In Own Dwelling","No electricity in household","Ventilated improved pit latrine","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Don't know","No",1,1,0,0,1,0,0,0,5,9.9782445,33.5747026,"2023-07-17",2572,3,"Good"
2573,"2023-06-08","2023-06-08","Yida","refugee",30.0667628,10.1083066,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,1,1,0,1803,10,10.1083066,30.0667628,"2023-06-08",2573,3,"Good"
2574,"2023-08-22","2023-08-22","Doro","host community member",33.8240579,9.9738022,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,180,6,9.9738022,33.8240579,"2023-08-22",2574,2,"Good"
2575,"2023-07-28","2023-07-28","Doro","refugee",33.7348337,9.9698765,"Piped To Neighbor","In Own Yard/Plot","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,0,0,0,8,9.9698765,33.7348337,"2023-07-28",2575,2,"Good"
2576,"2023-08-15","2023-08-15","Pamir","refugee",30.3524341,9.9093204,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,1,1,0,600,7,9.9093204,30.3524341,"2023-08-15",2576,3,"Good"
2577,"2023-04-17","2023-04-17","Ajuong Thok","host community member",30.2852786,9.9380928,"Tube Well/Borehole","Elsewhere","Dry cell battery / torch","Pit latrine with slab","Yes","Moveable firepan","Wood","Respondent or another HH member","No",1,0,0,0,1,0,0,10,5,9.9380928,30.2852786,"2023-04-17",2577,2,"Good"
2578,"2023-06-15","2023-06-15","Kaya","host community member",33.3664212,10.1240661,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,30,7,10.1240661,33.3664212,"2023-06-15",2578,2,"Good"
2579,"2023-08-26","2023-08-26","Pamir","refugee",30.3557973,9.9120529,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,1,1,0,120,6,9.9120529,30.3557973,"2023-08-26",2579,3,"Good"
2580,"2023-06-08","2023-06-08","Yida","host community member",29.9459061,9.9489208,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,30,4,9.9489208,29.9459061,"2023-06-08",2580,1,"Poor"
2581,"2023-08-15","2023-08-15","Kaya","refugee",33.5882579,10.0996592,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Moveable firepan","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,1,0,0,1,0,0,1,16,10.0996592,33.5882579,"2023-08-15",2581,3,"Good"
2582,"2023-04-24","2023-04-24","Doro","refugee",33.7561887,9.9890614,"Public Tap/Standpipe","Elsewhere","No electricity in household","Other (Specify)","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,1,0,0,0,7202,8,9.9890614,33.7561887,"2023-04-24",2582,1,"Poor"
2583,"2023-04-28","2023-04-28","Ajuong Thok","host community member",30.283055,9.9334326,"Public Tap/Standpipe","Elsewhere","Dry cell battery / torch","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,59910,7,9.9334326,30.283055,"2023-04-28",2583,1,"Poor"
2584,"2023-08-12","2023-08-12","Pamir","refugee",30.3531961,9.9087661,"Public Tap/Standpipe","Elsewhere","No electricity in household","Ventilated improved pit latrine","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,0,1,0,0,998,9,9.9087661,30.3531961,"2023-08-12",2584,2,"Good"
2585,"2023-06-05","2023-06-05","MAKPANDU","refugee",28.4129684,4.5627516,"Tube Well/Borehole","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Charcoal unprocessed","Unrelated Person","Yes",1,0,0,1,1,0,0,30,5,4.5627516,28.4129684,"2023-06-05",2585,2,"Good"
2586,"2023-06-27","2023-06-27","Yusuf Batil","refugee",33.5632126,9.9673068,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,1,0,59882,4,9.9673068,33.5632126,"2023-06-27",2586,2,"Good"
2587,"2023-05-20","2023-05-20","Kaya","host community member",33.4564543,10.1180219,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,1298,7,10.1180219,33.4564543,"2023-05-20",2587,2,"Good"
2588,"2023-05-22","2023-05-22","Doro","refugee",33.7385737,9.9904116,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,1,1,0,0,59884,3,9.9904116,33.7385737,"2023-05-22",2588,2,"Good"
2589,"2023-05-30","2023-05-30","Kaya","refugee",33.5844818,10.0965236,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,5,10.0965236,33.5844818,"2023-05-30",2589,3,"Good"
